,beat_fitness,reg_equation
0,2.590423682693722e-07,"protectedDiv(protectedDiv(protectedDiv(x2, x3), protectedDiv(911.5676382112379, x2)), protectedDiv(protectedDiv(x3, 8926.424542928751), protectedDiv(x1, x2)))"
