,gens,fit_run_0,fit_run_1,fit_run_2,fit_run_3,fit_run_4,fit_run_5,fit_run_6,fit_run_7,fit_run_8,fit_run_9,fit_run_10,fit_run_11,fit_run_12,fit_run_13,fit_run_14,fit_run_15,fit_run_16,fit_run_17,fit_run_18,fit_run_19,fit_run_20,fit_run_21,fit_run_22,fit_run_23,fit_run_24,fit_run_25,fit_run_26,fit_run_27,fit_run_28,fit_run_29
0,0,6388161600.274891,6511472405.571846,4052816706.338322,5362553340.289289,3577069310.4008856,6571553215.95888,6445781842.678471,6441938950.794644,4019372464.8842077,6795349686.236381,4819552712.220519,6421430885.708199,6378475742.414209,5580003230.017716,6365262648.893964,6366219897.468819,6356376355.366778,4852576455.370979,3996127498.889714,3701449473.2978253,6656388054.010918,3378278640.161092,2671648783.028943,4557646758.96154,6758326249.590725,6453095631.690812,5858054117.697339,4686374888.567996,6573970119.412333,6411134102.365072
1,1,6386394699.256048,3756988865.7752013,4052816706.338322,5362553340.289289,3505957255.1294527,3377791146.8463416,4252903939.835824,6354261518.71055,4019372464.8842077,3608078692.7232256,4819552712.220519,4281585042.2670193,6360572241.192784,5437832089.054828,3364338975.1778417,5794526445.025054,6356376355.366778,4852576455.370979,3996127498.889714,3701449473.2978253,6355550483.500559,3378278640.161092,2671648783.028943,4389142440.116092,84806507.38722745,6239773838.525919,686641280.16765,4686374888.567996,5517942016.246271,5131251237.3655205
2,2,6080247967.880889,3756988865.7752013,726527360.8621361,589506673.0929943,3577069310.4008856,5353183509.244775,455559773.91534513,104764.01900309905,4019372464.8842077,3505957255.1294527,243414078.9254323,1536469328.705181,4655806966.7710285,3999958644.7814555,3364338975.1778417,5794526445.025054,5040620471.410777,4833870519.335146,3505957255.1294527,3374764729.4699035,2904231504.6518626,3378278640.161092,627253733.0080867,3534614205.9014482,84806507.38722745,3505957255.1294527,3369507609.9370904,590201619.6049724,3505957255.1294527,1666525295.4918892
3,3,3361847417.1296253,2677089396.9472136,726527360.8621361,589506673.0929943,3577069310.4008856,5409148452.965603,455559773.91534513,104764.01900309905,4019372464.8842077,19208196.04283545,243414078.9254323,1536469328.705181,4655806966.7710285,3999958644.7814555,3505957255.1294527,3505957255.1294527,3505957255.1294527,3505957255.1294527,3505957255.1294527,3170428417.5928383,142425533.63251388,3505957255.1294527,627253733.0080867,3495629621.6196404,84806507.38722745,3505957255.1294527,3094154906.6141267,22866387.14241909,1107915660.729512,1666525295.4918892
4,4,2434713640.40784,523542906.98164284,726527360.8621361,201254553.72824875,3577069310.4008856,3505957255.1294527,455559773.91534513,104764.01900309905,1483249708.7184186,19208196.04283545,243414078.9254323,71400214.4019347,4655806966.7710285,2454231156.7843657,3505957255.1294527,3505957255.1294527,54140240.47685109,1595950240.8202744,2324455808.5436006,3170428417.5928383,518284.7520248922,806511798.9190106,627253733.0080867,3505957255.1294527,84806507.38722745,2214649081.583646,2692462056.788895,22866387.14241909,1045181943.140099,1666525295.4918892
5,5,277490641.7314289,523542906.98164284,726527360.8621361,310596888.2489506,1345131365.1226876,2199483794.3580933,581580674.6577095,104764.01900309905,2279064968.5012436,19208196.04283545,207254330.87329942,560569241.8003614,4655806966.7710285,617089324.6031345,3505957255.1294527,3361400384.0785236,54140240.47685109,2089049841.465177,778334179.1127572,3170428417.5928383,16726115.094760962,806511798.9190106,627253733.0080867,148580984.9715914,84806507.38722745,382012312.6994145,294237036.90657365,22866387.14241909,1045181943.140099,1666525295.4918892
6,6,1950469762.138726,523542906.98164284,726527360.8621361,310596888.2489506,1345131365.1226876,110522724.89919996,581580674.6577095,104764.01900309905,2279064968.5012436,19208196.04283545,207254330.87329942,560569241.8003614,1905064445.5634634,617089324.6031345,3441415292.5826554,1350507403.4249961,54140240.47685109,2089049841.465177,778334179.1127572,151207785.92537364,16726115.094760962,806511798.9190106,627253733.0080867,148580984.9715914,84806507.38722745,382012312.6994145,294237036.90657365,22866387.14241909,1045181943.140099,370894665.51045173
7,7,980733896.4919655,523542906.98164284,568549642.5747608,310596888.2489506,1345131365.1226876,110522724.89919996,581580674.6577095,104764.01900309905,744032244.9924028,19208196.04283545,207254330.87329942,550515820.0958039,48963699.337320134,617089324.6031345,3392140577.7707148,845347879.9420195,54140240.47685109,2089049841.465177,778334179.1127572,151207785.92537364,16726115.094760962,806511798.9190106,627253733.0080867,148580984.9715914,84806507.38722745,382012312.6994145,294237036.90657365,22866387.14241909,1045181943.140099,7040765.341311726
8,8,980733896.4919655,523542906.98164284,554353329.4118252,310596888.2489506,1345131365.1226876,110522724.89919996,1692104149.1820352,104764.01900309905,744032244.9924028,19208196.04283545,12605194.998942334,550515820.0958039,48963699.337320134,550164488.2237812,1244711097.6210465,845347879.9420195,54140240.47685109,2089049841.465177,93083665.52573223,151207785.92537364,16726115.094760962,806511798.9190106,627253733.0080867,4559637.631120694,84806507.38722745,382012312.6994145,294237036.90657365,7971368.978211457,1045181943.140099,7040765.341311726
9,9,271520427.9121168,25526673.143442187,554353329.4118252,47492276.361496516,554803005.9367833,110522724.89919996,1692104149.1820352,104764.01900309905,10675701.911889154,19208196.04283545,12605194.998942334,550515820.0958039,48963699.337320134,550164488.2237812,1244711097.6210465,845347879.9420195,54140240.47685109,54105016.94343331,93083665.52573223,151207785.92537364,16726115.094760962,8449815.73831014,14222815.194079664,148580984.9715914,84806507.38722745,63943663.13488126,294237036.90657365,7971368.978211457,163708130.85067773,7040765.341311726
