,gens,fit_run_0,fit_run_1,fit_run_2,fit_run_3,fit_run_4,fit_run_5,fit_run_6,fit_run_7,fit_run_8,fit_run_9,fit_run_10,fit_run_11,fit_run_12,fit_run_13,fit_run_14,fit_run_15,fit_run_16,fit_run_17,fit_run_18,fit_run_19,fit_run_20,fit_run_21,fit_run_22,fit_run_23,fit_run_24,fit_run_25,fit_run_26,fit_run_27,fit_run_28,fit_run_29
0,0,2210873201.0294304,996219895.339206,1343769962.5784693,561283839.9902166,572447690.2605048,446530236.5642421,563274034.1244245,1353478346.9120138,537162193.1630363,536723740.866278,542307921.8017613,565440478.0962136,536590763.8000472,639220721.4297575,719530013.4501783,1183229163.4952068,1156240606.395333,552852311.7443819,996219895.339206,537669198.2323576,878989649.7389059,1054724567.0038944,996219895.339206,3338724912.14805,1851204223.6055572,925060068.92774,786807551.4903052,574271148.7885497,2951955974.4020324,563274034.1244245
1,1,1965755062.4909186,996219895.339206,996219895.339206,536593553.1564759,1322275471.151025,510732315.87047786,563274034.1244245,923222348.5343872,829621280.0735005,825860777.3941848,542307921.8017613,565440478.0962136,242575490.5101493,528050774.091353,694868468.7630867,73943398.4833497,996219895.339206,552852311.7443819,609094912.8648329,537669198.2323576,3399731.4409103133,996219895.339206,996219895.339206,419455585.40019584,734506886.6834931,925060068.92774,786807551.4903052,574271148.7885497,840539377.6881772,996219895.339206
2,2,625617230.486724,143840862.2399584,1343769962.5784693,536593553.1564759,996219895.339206,609232553.4498205,563274034.1244245,923222348.5343872,829621280.0735005,646130634.1062895,542307921.8017613,15325488.337529957,242575490.5101493,525827494.0125334,539470101.3153636,73943398.4833497,996219895.339206,552852311.7443819,609094912.8648329,537669198.2323576,3399731.4409103133,996219895.339206,996219895.339206,419455585.40019584,996219895.339206,1252060469.8485696,737414060.3941292,552809511.6781594,840539377.6881772,629548080.3096237
3,3,826961969.1338718,15325488.337529957,540574928.2899624,536593553.1564759,547042324.5381869,606805971.4523658,563274034.1244245,648655385.7816526,829621280.0735005,825860777.3941848,567259033.3465941,565440478.0962136,242575490.5101493,432910144.21131444,539470101.3153636,73943398.4833497,767537939.6352713,582411242.0893145,609094912.8648329,542748987.8174402,3399731.4409103133,996219895.339206,996219895.339206,419455585.40019584,599497450.2000605,996219895.339206,737414060.3941292,551670963.688166,830614126.75634,2492953363.412074
4,4,590414408.0495591,15325488.337529957,540574928.2899624,558737466.5094976,547042324.5381869,428749871.10808426,537855132.6949748,550868376.9972198,829621280.0735005,811656417.4765964,567259033.3465941,565440478.0962136,242575490.5101493,387145209.97831964,539470101.3153636,73943398.4833497,508796561.7894396,582411242.0893145,971832083.2185833,495135478.2456793,3399731.4409103133,996219895.339206,996219895.339206,281051837.9999242,600937690.1970142,538674192.0478133,453802447.4644048,552809511.6781594,126349712.46120426,723982951.6653067
5,5,457120430.3247991,15325488.337529957,540574928.2899624,558737466.5094976,547042324.5381869,300930041.0601208,514532858.9197167,550868376.9972198,829621280.0735005,935382063.2187866,567259033.3465941,15325488.337529957,242575490.5101493,435076220.2337884,364105479.4376226,73943398.4833497,508796561.7894396,582411242.0893145,807391681.5975803,15325488.337529957,3399731.4409103133,816210818.7506905,996219895.339206,281051837.9999242,497986619.00243276,996219895.339206,369659899.1907714,551670963.688166,15325488.337529963,836634404.2090671
6,6,457120430.3247991,15325488.337529957,15325488.337529963,15325488.337529957,534506989.3790108,355871067.7776264,249314517.98697427,15325488.337529957,829621280.0735005,250565065.7337475,567259033.3465941,15325488.337529957,242575490.5101493,435076220.2337884,404712274.4471257,73943398.4833497,858920278.3611203,582411242.0893145,807391681.5975803,15325488.337529957,3399731.4409103133,816210818.7506905,921110026.4350172,15325488.337529957,410509563.70934623,777842747.8044319,15325488.337529963,250995136.89995682,15325488.337529963,628095923.2326307
7,7,15331319.382443532,15325488.337529957,15325488.337529963,15325488.337529957,15325488.337529963,355871067.7776264,15325488.337529957,15325488.337529957,691541727.0003811,250565065.7337475,15325488.337529963,15325488.337529957,15325488.337529957,433028843.0350939,15325488.337529957,73943398.4833497,15325488.337529957,400930230.8051947,15325488.337529963,15325488.337529957,3399731.4409103133,641800499.579972,15325488.337529957,15325488.337529957,406329324.357674,587923508.1092997,369659899.1907714,250995136.89995682,15325488.337529963,15325488.337529963
8,8,15331319.382443532,15325488.337529957,15325488.337529963,15325488.337529957,15325488.337529963,355871067.7776264,15325488.337529957,15325488.337529957,15325488.337529957,250565065.7337475,15325488.337529963,15325488.337529957,15325488.337529957,433028843.0350939,15325488.337529957,73943398.4833496,15325488.337529957,551459577.95211,15325488.337529963,15325488.337529957,3399731.4409103133,15325488.337529963,11065413.74545098,15325488.337529957,316793759.660237,587923508.1092997,14263346.546007648,250995136.89995682,15325488.337529963,474720406.57482046
9,9,15331319.382443532,15325488.337529957,15325488.337529963,15325488.337529957,15325488.337529963,355871067.7776264,15325488.337529957,15325488.337529957,15325488.337529957,250565065.7337475,15325488.337529963,15325488.337529957,15325488.337529957,429941870.46301234,15325488.337529957,73943398.4833496,15325488.337529957,459735397.76827323,15325488.337529963,15325488.337529957,3399731.4409103133,15325488.337529963,11065413.74545098,15325488.337529957,295429657.5401823,215573490.2591268,14263346.546007648,15325488.337529957,15325488.337529963,258225600.54041818
10,10,220447607.20705643,15325488.337529957,15325488.337529963,15325488.337529957,547042324.5381869,328556486.1257972,15325488.337529957,15325488.337529957,15325488.337529957,15629132.492601188,15325488.337529963,15325488.337529957,15325488.337529957,431261064.40817314,15325488.337529957,15325488.337529957,15325488.337529957,459735397.76827323,7244076.746859911,15325488.337529957,3399731.4409103133,15325488.337529963,10638189.773451807,15325488.337529957,295429657.5401823,15325488.337529963,14263346.546007648,15325488.337529957,15325488.337529963,1152181.1489713432
11,11,220447607.20705643,15325488.337529957,15162469.205718074,15325488.337529957,73351835.27095036,308562014.9799332,15325488.337529957,14263346.546007648,15325488.337529957,72600305.04694174,15325488.337529963,15325488.337529957,15325488.337529957,431084945.39077055,15325488.337529957,15325488.337529957,15325488.337529957,459735397.76827323,7244076.746859911,15325488.337529957,3399731.4409103133,15325488.337529963,10638189.773451807,15325488.337529957,15325488.337529957,15325488.337529963,14263346.546007648,15325488.337529957,15325488.337529963,15325488.337529957
12,12,16428804.898828544,15325488.337529957,15162469.205718074,15081836.713121522,73351835.27095036,307479977.44162154,15325488.337529957,14263346.546007648,15325488.337529957,72600305.04694174,15325488.337529957,15325488.337529957,15325488.337529957,429086952.726218,15325488.337529957,15325488.337529957,15325488.337529957,459735397.76827323,7444322.22986424,15325488.337529957,3399731.4409103133,15325488.337529963,10638189.773451807,15325488.337529957,15325488.337529957,15325488.337529963,14263346.546007648,15325488.337529957,14263346.546007648,11570543.546617866
13,13,17573296.229903396,15325488.337529957,14263346.546007648,15081836.713121522,73351835.27095036,306152874.2920315,15325488.337529957,14263346.546007648,15325488.337529957,72600305.04694174,15325488.337529957,15325488.337529957,15325488.337529957,429941870.46301234,15325488.337529957,15325488.337529957,15325488.337529957,15325488.337529963,7444322.22986424,15325488.337529957,3399731.4409103133,14263346.546007648,10223573.127209151,15325488.337529957,15325488.337529957,14263346.546007648,14263346.546007648,15325488.337529957,14263346.546007648,9875123.394467913
14,14,15325488.337529963,15325488.337529957,14328475.677764341,15081836.713121522,73351835.27095036,306152874.2920315,15325488.337529957,12262587.272291822,15325488.337529957,7873028.0844432,9741453.201947581,15325488.337529957,15325488.337529957,429941870.46301234,15325488.337529957,15325488.337529957,15325488.337529957,348846909.27787787,7444322.22986424,15325488.337529957,3399731.4409103133,14263346.546007648,10223573.127209151,15325488.337529957,15325488.337529957,7374168.78482099,14263346.546007648,12262587.272291822,14263346.546007648,9875123.394467913
15,15,15325488.337529963,15325488.337529957,14263346.546007648,12262587.272291822,73351835.27095036,306152874.2920315,15325488.337529957,12262587.272291822,1249607.8910982881,7873028.0844432,9741453.201947581,15325488.337529957,15325488.337529957,429086952.726218,15325488.337529957,15325488.337529957,15325488.337529957,15325488.337529963,7444322.22986424,15325488.337529957,3399731.4409103133,14263346.546007648,10223573.127209151,15325488.337529957,15325488.337529957,15325488.337529957,14263346.546007648,12262587.272291822,13242379.524261603,9875123.394467913
16,16,13680826.4049228,15325488.337529957,14263346.546007648,12262587.272291822,73351835.27095036,306152874.2920315,15325488.337529957,12262587.272291822,1249607.8910982881,7873028.0844432,9741453.201947581,1142028.1940836085,15325488.337529957,429086952.726218,15325488.337529957,15325488.337529957,15325488.337529957,15325488.337529963,7302617.0303139,15325488.337529957,3399731.4409103133,14251314.387976585,3944951.4681095676,15325488.337529957,15325488.337529957,15325488.337529963,10166807.461378518,12262587.272291822,13242379.524261603,9875123.394467913
