,gens,fit_run_0,fit_run_1,fit_run_2,fit_run_3,fit_run_4,fit_run_5,fit_run_6,fit_run_7,fit_run_8,fit_run_9,fit_run_10,fit_run_11,fit_run_12,fit_run_13,fit_run_14,fit_run_15,fit_run_16,fit_run_17,fit_run_18,fit_run_19,fit_run_20,fit_run_21,fit_run_22,fit_run_23,fit_run_24,fit_run_25,fit_run_26,fit_run_27,fit_run_28,fit_run_29
0,0,6575066815.677848,6804851488.512241,6523501179.7865505,6397278431.342307,6529274940.204828,6624528389.430847,6026213192.691482,6353545598.347309,6442940952.069259,6416216406.7632675,6468176654.812601,6486064081.474679,6575672701.201334,6396626447.8397,6716619043.628565,6397127608.610447,7275968483.4807005,6480014364.784115,3382284724.0540495,6482213615.112666,6556474910.250211,7042689307.8112545,5232758000.499249,5614915016.465913,6829130192.4595175,6386022593.2523155,4906052138.663177,6496051767.77115,6683651349.741749,6510577333.490362
1,1,5720934526.971218,6362320213.8534155,2354740813.0560803,3965050666.2732725,4798347699.078758,3369136847.32445,5896741834.562706,3640895535.72612,5417657421.6060505,4147336802.8603945,2205705017.5652604,5754320625.304257,6433268707.565915,3967652107.233774,3428488373.1179004,5536815290.149672,6495587088.47684,3505957255.1294527,6579615742.203935,6191432532.39873,6482721108.6070595,5890404144.960027,6435096711.421194,1739045473.390324,6568802289.207847,3447206838.9525604,4906052138.663177,6411881199.845184,5249963150.94403,6563804805.389274
2,2,3882908445.467139,3505957255.1294527,2354740813.0560803,3384566270.6291847,3932331727.0610547,3369136847.32445,1601649889.7846277,3401559020.1579638,5780028595.154188,111849108.14662755,1722125488.9147859,704281045.5142989,6400805541.51311,3505957255.1294527,2973452356.1768246,1452712166.06113,3505957255.1294527,3035853461.992949,6101507937.582586,1398842721.8629346,5368532737.064766,3361648619.289457,1341407451.6400108,25763746.74584779,3159003597.422112,12478305.822929299,3505957255.1294527,3505957255.1294527,3481410102.848055,4522197276.324465
3,3,3505957255.1294527,3505957255.1294527,3505957255.1294527,3367440870.0055847,2898464682.2970066,1792881245.4329119,5789102123.41463,3401559020.1579638,2668684724.6174493,111849108.14662755,1721434694.8727047,261867508.33477047,673482217.0523269,176818093.07417992,3517672162.2275863,1452712166.06113,3505957255.1294527,3035853461.992949,5672039569.860151,1398842721.8629346,3505957255.1294527,303960404.20115805,1341407451.6400108,25763746.74584779,246699016.3738026,211770506.86373198,3571548652.052915,3505957255.1294527,1533820521.014036,3978910225.040826
4,4,247297520.63049027,3505957255.1294527,3495062150.5525227,14177210.671302214,1901623746.3429706,978188293.3812693,2574544752.6143203,1768822671.311162,1141876826.5670314,111849108.14662755,1721434694.8727047,261867508.33477047,235412.80480068014,176818093.07417992,3517672162.2275863,1452712166.06113,3505957255.1294527,2460105009.197262,997093598.4338573,3505957255.1294527,3505957255.1294527,303960404.20115805,536614193.543621,25763746.74584779,246699016.3738026,88029442.46055721,3505957255.1294527,3505957255.1294527,1533820521.014036,316405789.78767407
5,5,247297520.63049027,3505957255.1294527,3373103990.234253,14177210.671302214,155824956.1103682,1305169386.3751588,2537048038.2768493,629290896.8070168,96715510.95189075,111849108.14662755,597123546.4800313,261867508.33477047,235412.80480068014,2186437783.019168,3505957255.1294527,745926731.0024362,3505957255.1294527,2460105009.197262,997093598.4338573,3471106965.663383,3505957255.1294527,303960404.20115805,175543035.05202234,25763746.74584779,35742881.9559138,88029442.46055721,1716837855.2718885,2519436.512045577,73356756.24834457,316405789.78767407
6,6,247297520.63049027,3505957255.1294527,3495062150.5525227,14177210.671302214,56027695.32788335,480647949.52526635,970968026.2676069,629290896.8070168,1141876826.5670314,111849108.14662755,597123546.4800313,261867508.33477047,235412.80480068014,3505957255.1294527,724174126.5009542,745926731.0024362,169031991.87434617,2460105009.197262,997093598.4338573,658941092.0139405,2650571484.118018,303960404.20115805,175543035.05202234,25763746.74584779,35742881.9559138,88029442.46055721,1716837855.2718885,2519436.512045577,73356756.24834457,316405789.78767407
7,7,247297520.63049027,3102819000.580884,3495062150.5525227,14177210.671302214,56027695.32788335,480647949.52526635,283531637.84867245,9653831.797417127,1141876826.5670314,111849108.14662755,597123546.4800313,2464150.8416161193,235412.80480068014,164870972.00750592,724174126.5009542,745926731.0024362,169031991.87434617,2460105009.197262,701662520.7415643,492013394.77585655,2650571484.118018,303960404.20115805,175543035.05202234,25763746.74584779,82859864.21775822,88029442.46055721,3012967603.4513946,2519436.512045577,73356756.24834457,316405789.78767407
8,8,247297520.63049027,26776071.599243056,114391535.42913902,14177210.671302214,56027695.32788335,480647949.52526635,63095846.68855988,9653831.797417127,8855083.056230554,111849108.14662755,122947481.18686971,261867508.33477047,235412.80480068014,164870972.00750592,724174126.5009542,745926731.0024362,169031991.87434617,2460105009.197262,701662520.7415643,8028340.998971723,3505957255.1294527,303960404.20115805,175543035.05202234,25763746.74584779,82859864.21775822,88029442.46055721,3012967603.4513946,2519436.512045577,73356756.24834457,316405789.78767407
9,9,247297520.63049027,26776071.599243056,114391535.42913902,14177210.671302214,56027695.32788335,153751646.43322262,63095846.68855988,9653831.797417127,8855083.056230554,111849108.14662755,122947481.18686971,261867508.33477047,235412.80480068014,2850845159.0586257,565640104.7131485,539611270.8473276,169031991.87434617,950600265.30918,701662520.7415643,8028340.998971723,3505957255.1294527,303960404.20115805,175543035.05202234,25763746.74584779,82859864.21775822,54543802.906548575,2839058700.6495295,2519436.512045577,73356756.24834457,19003.28173484463
10,10,247297520.63049027,26776071.599243056,114391535.42913902,14177210.671302214,56027695.32788335,480647949.52526635,3649237.7715138425,9653831.797417127,8855083.056230554,111849108.14662755,122947481.18686971,261867508.33477047,235412.80480068014,2850845159.0586257,565640104.7131485,539611270.8473276,169031991.87434617,950600265.30918,701662520.7415643,8028340.998971723,364037304.34971166,303960404.20115805,175543035.05202234,25763746.74584779,82859864.21775822,306655301.7917588,2839058700.6495295,2519436.512045577,73356756.24834457,97836624.67331411
11,11,247297520.63049027,26776071.599243056,158984849.8842203,14177210.671302214,56027695.32788335,279572348.8359184,3649237.7715138425,9653831.797417127,8855083.056230554,111849108.14662755,122947481.18686971,261867508.33477047,235412.80480068014,2850845159.0586257,22533938.520943776,3889096.3063277383,169031991.87434617,950600265.30918,236791654.95056477,8028340.998971723,364037304.34971166,303960404.20115805,149185148.5873927,25763746.74584779,18747955.11785841,54543802.906548575,1346003500.1592681,2519436.512045577,22489453.655118804,97836624.67331411
12,12,247297520.63049027,26776071.599243056,158984849.8842203,14177210.671302214,56027695.32788335,279572348.8359184,3649237.7715138425,9653831.797417127,8855083.056230554,24495189.508075066,122947481.18686971,261867508.33477047,235412.80480068014,2850845159.0586257,22533938.520943776,539611270.8473276,169031991.87434617,950600265.30918,2406732.8615174,8028340.998971723,364037304.34971166,303960404.20115805,149185148.5873927,25763746.74584779,18747955.11785841,54543802.906548575,955167970.3051888,2519436.512045577,22489453.655118804,97836624.67331411
13,13,247297520.63049027,26776071.599243056,158984849.8842203,1895.1728582106819,16142430.365049949,279572348.8359184,3649237.7715138425,9653831.797417127,8855083.056230554,24495189.508075066,122947481.18686962,6598709.567652788,235412.80480067618,2850845159.0586257,3144142.3069422483,486061746.6469427,169031991.87434617,433278246.5109064,236791654.95056477,8028340.998971723,364037304.34971166,303960404.20115805,149185148.5873927,25763746.74584779,10626138.319160022,53902194.38576769,714612135.3990948,2519436.512045577,22489453.655118804,97836624.67331411
14,14,186758411.86857226,26776071.599243056,158984849.8842203,1895.1728582106819,16142430.365049949,279572348.8359184,3649237.7715138425,9653831.797417127,8855083.056230554,24495189.508075066,122947481.18686971,6598709.567652788,235412.80480067618,2404321332.29365,22533938.520943776,486061746.6469427,169031991.87434617,950600265.30918,2406732.8615174,8028340.998971723,364037304.34971166,87938931.60162553,149185148.5873927,5306093.293777985,10626138.319160022,46002899.517181575,714612135.3990948,2519436.512045577,22489453.655118804,186193884.83983615
15,15,43696745.41022232,26776071.599243056,158984849.8842203,1895.1728582106819,16142430.365049949,279572348.8359184,3649237.7715138425,9653831.797417127,8855083.056230554,24495189.508075066,122947481.18686971,6598709.567652788,235412.80480067618,538686995.8011773,153493.1795780874,486061746.6469427,169031991.87434617,937626664.5898901,236791654.95056477,8028340.998971723,364037304.34971166,87938931.60162553,405555887.0471578,5306093.293777985,10626138.319160022,46002899.517181575,714612135.3990948,2519436.512045577,22489453.655118804,251094550.7720389
16,16,247297520.63049027,26776071.599243056,158984849.8842203,33963485.38112047,16142430.365049927,279572348.8359184,3649237.7715138425,9653831.797417127,8855083.056230554,24495189.508075066,122947481.18686971,6598709.567652788,235412.8048006745,2404321332.29365,153493.1795780874,486061746.6469427,169031991.87434617,30611800.32728721,236791654.95056477,8028340.998971723,364037304.34971166,87938931.60162553,405555887.0471578,25763746.74584779,10626138.319160022,46002899.517181575,714612135.3990948,2519436.512045577,22489453.655118793,20805395.97260702
17,17,247297520.63049027,26776071.599243056,158984849.8842203,33963485.38112047,38323.24024808191,279572348.8359184,3649237.7715138425,9653831.797417127,2126365.6925080107,24495189.508075066,122947481.18686971,6598709.567652778,235412.80480067618,2404321332.29365,153493.1795780874,1067077.6495062131,169031991.87434617,30611800.32728721,236791654.95056477,8028340.998971723,364037304.34971166,87938931.60162553,405555887.0471578,25763746.74584779,10626138.319160022,46002899.517181575,129509071.1245537,2519436.512045577,22489453.655118793,20805395.97260702
18,18,247297520.63049027,26776071.599243056,158984849.8842203,33963485.38112047,38323.24024808191,480647949.52526635,2746519.216494397,9653831.797417127,2126365.6925080107,24495189.508075066,122947481.18686962,6598709.567652788,235412.80480067618,2404321332.29365,153493.1795780874,1067077.6495062131,169031991.87434617,433278246.5109063,236791654.95056477,658941092.0139405,364037304.34971166,87938931.60162553,405555887.0471578,8604945.559108473,10626138.319160022,54543802.906548575,129509071.1245537,2519436.512045577,22489453.655118793,20805395.97260702
19,19,247297520.63049027,26776071.599243056,158984849.8842203,33963485.38112047,38323.24024808191,480647949.52526635,2746519.216494397,9653831.797417127,2126365.6925080107,24495189.508075066,40367578.92386112,6598709.567652788,235412.80480067618,2404321332.29365,153493.1795780874,1067077.6495062131,169031991.87434617,420540454.90375376,236791654.95056477,658941092.0139405,364037304.34971166,87938931.60162553,405555887.0471578,25763746.74584779,10626138.319160022,5384780.958974843,714612135.3990948,2519436.512045577,22489453.655118793,20805395.97260702
20,20,247297520.63049015,26776071.599243056,158984849.8842203,33963485.38112047,38323.24024808191,480647949.52526635,2746519.216494397,9653831.797417127,2126365.6925080107,24495189.508075066,122947481.18686971,6598709.567652788,235412.8048006745,2404321332.29365,153493.1795780874,1067077.6495062131,37991799.8740756,420540454.90375376,236791654.95056477,658941092.0139405,364037304.34971166,87938931.60162553,405555887.0471578,25763746.74584779,10626138.319160022,54543802.906548575,35333145.55751082,2519436.512045577,22489453.655118793,97836624.67331408
21,21,247297520.63049015,26776071.599243056,158984849.8842203,1895.1728582106819,38323.24024808191,480647949.52526635,2746519.216494397,9653831.797417127,8855083.056230554,24495189.508075066,122947481.18686971,6598709.567652788,235412.8048006745,2404321332.29365,153493.1795780874,1067077.6495062131,37991799.8740756,420540454.90375376,236791654.95056477,658941092.0139405,364037304.34971166,99320862.03457333,405555887.0471578,25763746.74584779,18747955.11785841,54543802.906548575,35333145.55751082,2519436.512045577,8069600.163184612,97836624.67331408
22,22,233312875.13637933,26776071.599243056,158984849.8842203,140029310.75977793,1.3076923252405135,537652841.363156,2746519.216494397,9653831.797417127,8855083.056230543,24495189.508075066,122947481.18686971,6598709.567652788,235412.8048006745,2404321332.29365,153493.1795780856,1067077.6495062131,37991799.8740756,290011365.4614679,236791654.95056477,658941092.0139405,364037304.34971166,99320862.03457333,405555887.0471578,25763746.74584779,18747955.11785841,54543802.906548575,35333145.55751082,2519436.512045577,8069600.163184612,97836624.67331408
23,23,233312875.13637933,26776071.599243056,19298.856554095997,140029310.75977793,1.3076923252405135,537652841.363156,3649237.7715138425,9653831.797417127,2126365.692508002,24495189.508075066,122947481.18686971,6598709.567652788,235412.80480067618,2404321332.29365,153493.17957808136,1067077.6495062131,37991799.8740756,290011365.4614679,236791654.95056477,658941092.0139405,364037304.34971166,153636638.62259868,23290737.691156525,25763746.74584779,18747955.11785841,5384780.958974843,35333145.55751082,2519436.512045577,22489453.655118793,97836624.67331408
24,24,233312875.13637933,26776071.599243056,158984849.8842203,1895.1728582108003,1.3076923252405135,537652841.363156,3649237.7715138425,9653831.797417127,2126365.692508002,24495189.508075066,122947481.18686971,6598709.567652788,235412.80480067618,2404321332.29365,153493.17957808136,1067077.6495062131,24141378.454815645,290011365.4614679,236791654.95056477,658941092.0139405,364037304.34971166,153636638.62259868,405555887.0471578,25763746.74584779,18747955.11785841,5384780.958974843,184870.6027536939,2519436.512045577,22489453.655118793,97836624.67331408
25,25,57152752.09491811,26776071.599243056,158984849.8842203,1895.1728582108003,1.3076923252471584,537652841.363156,3649237.7715138425,9653831.797417127,2126365.692508002,24495189.508075066,75929440.16281348,6598709.567652774,235412.80480067618,757617886.029969,153493.17957808136,1067077.6495062131,37991799.8740756,290011365.4614679,236791654.95056477,658941092.0139405,364037304.34971166,153636638.62259868,10809550.547932487,25763746.74584779,18747955.11785841,5384780.958974843,33144274.39071793,2519436.512045577,22489453.655118793,97836624.67331408
26,26,21443895.59417786,26776071.599243056,54059964.18592813,1895.1728582108003,1.3076923252471584,537652841.363156,3649237.7715138425,9653831.797417127,2126365.692508002,24495189.508075066,122947481.1868697,6598709.567652788,235412.8048006745,2404321332.29365,153493.1795780874,1067077.6495062131,37991799.8740756,290011365.4614679,236791654.95056477,658941092.0139405,364037304.34971166,153636638.62259868,3370814.323705086,25763746.74584779,18747955.11785841,5384780.958974843,33144274.39071793,2519436.512045577,22489453.655118793,253186720.2050601
27,27,21443895.59417786,26776071.599243056,54059964.18592813,33963485.38112053,1.3076923252471584,537652841.363156,3649237.77151383,9653831.797417127,2126365.692508002,24495189.508075066,13739314.60308595,6598709.567652788,235412.8048006745,2404321332.29365,153493.1795780874,1067077.6495062131,37991799.8740756,290011365.4614679,236791654.95056477,658941092.0139405,364037304.34971166,1650895.8529057624,3370814.323705086,25763746.74584779,18747955.11785841,246031.09656407853,33144274.39071793,2519436.512045577,22489453.655118793,253186720.2050601
28,28,21443895.59417786,26776071.599243056,158984849.8842203,33963485.38112053,1.3076923252471584,537652841.363156,3649237.77151383,9653831.797417127,2126365.692508002,24495189.508075066,13739314.60308595,6598709.567652778,235412.8048006745,2404321332.29365,153493.1795780874,1067077.6495062131,37991799.8740756,337881331.3572973,236791654.95056477,658941092.0139405,193970770.74782884,1650895.8529057624,3370814.323705086,25763746.74584779,18747955.11785841,5384780.958974843,38424604.48027877,2519436.512045577,22489453.655118793,253186720.2050601
29,29,21443895.59417786,26776071.599243056,54059964.18592813,33963485.38112053,1.3076923252471584,537652841.363156,3649237.77151383,9653831.797417127,2126365.692508002,8423602.486384416,13739314.60308595,6598709.567652778,235412.8048006745,2404321332.29365,153493.1795780874,1067077.6495062131,37991799.8740756,29422206.402438994,32420653.867330223,658941092.0139405,87690949.68849453,1650895.8529057624,3370814.323705086,10425750.770875959,91569013.37286872,5384780.958974843,38424604.48027877,2519436.512045577,22489453.655118793,253186720.2050601
30,30,196743718.60718358,26776071.599243056,158984849.8842203,33963485.38112053,1.3076923252471584,537652841.363156,3649237.77151383,9653831.797417127,2126365.692508002,8423602.486384416,24053688.643715564,6598709.567652778,235412.8048006745,2404321332.29365,153493.1795780874,1067077.6495062131,37991799.8740756,11827892.618311476,236791654.95056477,590227357.0111324,87690949.68849453,1650895.8529057624,405555887.0471578,10425750.770875959,84425997.53296584,5384780.958974843,38424604.48027877,2519436.512045577,22489453.655118793,253186720.2050601
