,gens,fit_run_0,fit_run_1,fit_run_2,fit_run_3,fit_run_4,fit_run_5,fit_run_6,fit_run_7,fit_run_8,fit_run_9,fit_run_10,fit_run_11,fit_run_12,fit_run_13,fit_run_14,fit_run_15,fit_run_16,fit_run_17,fit_run_18,fit_run_19,fit_run_20,fit_run_21,fit_run_22,fit_run_23,fit_run_24,fit_run_25,fit_run_26,fit_run_27,fit_run_28,fit_run_29
0,0,7436465429.48374,6476605556.745105,6365319614.393433,6642391800.3,4055291814.1632886,6368783626.784222,6364974992.71576,6355200784.933783,7217645321.589565,3367105731.3625727,6687779049.881508,6134429324.708417,6536756012.607968,6390846009.699598,7141663901.973502,6580377374.446785,6618641755.639448,6703832923.503927,6923680009.2895565,6444172217.0875025,6754956598.758611,7155426509.474976,6734140405.314077,6772285792.540924,6078328508.052704,6359485413.060716,6573707524.34126,6530204411.952694,6435236235.779673,5558551656.029782
1,1,6502294300.262659,3505957255.1294527,6365319614.393433,6263323613.261103,3404721631.312564,4413283.454472855,6364974992.71576,4385382190.564161,6248568468.303947,2830763447.009382,1205027556.0913796,5487734112.643752,6362261196.372227,5304742366.784204,3100351145.2923474,5303750139.805875,6354588010.276867,6535552250.591732,5928280674.394322,6450486832.512774,6411214838.667271,4648713526.744175,3195370295.532332,6143579232.586174,5615009891.882652,246080133.8220908,6387222607.938493,6434775531.167172,5650013289.69758,6399925820.80391
2,2,3383598334.784386,2427965692.9227266,6358651164.408792,5284502138.32681,3404721631.312564,3543820844.807825,2382759553.3298807,4385382190.564161,2980999071.131783,314773533.62873244,984185353.7031714,3402734563.8434863,6362261196.372227,4952927423.990003,5290004828.649705,3505957255.1294527,366625816.25654227,3505957255.1294527,549271792.4145367,6450486832.512774,6410326731.49895,3505957255.1294527,3195370295.532332,4275132825.1601195,858903071.6189089,246080133.8220908,3911804905.943671,3505957255.1294527,3505957255.1294527,4871447783.396298
3,3,3505957255.1294527,3425538095.6005692,6241692134.200759,3505957255.1294527,1650131160.576104,982512391.7373304,3505957255.1294527,2912989207.4721446,1776360736.7829876,129109648.46508406,642566860.3759953,3402734563.8434863,698412147.3033898,4952927423.990003,574624202.4403869,2642272223.098863,3552910.0443666005,536509263.2157994,1556915430.7906492,2316626791.000386,3505957255.1294527,655246560.0744909,575189127.8886181,396458458.89910567,858903071.6189089,246080133.8220908,4161874937.7519517,3365661102.9400463,456535.2946379327,955403802.1693767
4,4,3505957255.1294527,3425538095.6005692,869426718.0416536,1596267330.2209861,301877735.37416667,982512391.7373304,3505957255.1294527,1258767027.4651341,1776360736.7829876,129109648.46508406,642566860.3759953,1691508463.3609521,698412147.3033898,1667053660.4500253,574624202.4403869,386914254.9535555,3552910.0443666005,3505957255.1294527,563494065.7613081,2316626791.000386,3505957255.1294527,265121544.88649234,724491960.0055698,396458458.8991058,585437256.1779331,156733324.1234302,3505957255.1294527,3505957255.1294527,456535.2946379327,584876187.4152312
5,5,3364386882.523137,801376870.4099836,548793818.562369,278194502.0301351,301877735.37416667,982512391.7373304,1990122903.0146606,208203685.2236161,224904635.17646453,129109648.46508406,642566860.3759953,1691508463.3609521,6668341.913572446,954887726.651884,558.2547199757154,386914254.9535555,3552910.0443666005,3505957255.1294527,563494065.7613081,2316626791.000386,1019318370.1087598,265121544.88649234,724491960.0055698,396458458.8991058,585437256.1779331,156733324.1234302,622223258.4667193,1893648770.8884983,456535.2946379327,536579561.91028094
6,6,3219581349.140037,801376870.4099836,555694542.0625378,32414711.789851412,13594641.288005622,609144358.762477,1990122903.0146606,208203685.2236161,224904635.17646453,129109648.46508406,618102566.7870017,3361476434.5950036,6668341.913572446,541697819.3186955,5356233.2649810985,386914254.9535555,3552910.0443666005,536509263.2157994,563494065.7613081,1210224102.4679148,1019318370.1087598,658272179.2730464,12524372.259444622,396458458.8991058,585437256.1779331,95912615.03597897,622223258.4667193,428374579.7871612,456535.2946379327,584868721.1096697
7,7,3219581349.140037,801376870.4099836,233518616.70331883,8934787.562277954,301877735.37416667,609144358.762477,2579575426.0529504,208203685.2236161,224904635.17646453,129109648.46508406,642566860.3759953,3361476434.5950036,6668341.913572446,1172487.955917152,5356233.2649810985,386914254.9535555,3552910.0443666005,2080336807.1599603,563494065.7613081,1210224102.4679148,941604298.9578305,415721716.00627726,12524372.259444622,396458458.89910567,585437256.1779331,95912615.03597897,1195238721.8833904,1893648770.8884983,456535.2946379327,584868721.1096697
8,8,3219581349.140037,801376870.4099836,233518616.70331883,8934787.562277954,301877735.37416667,609144358.762477,1493056280.9599173,208203685.2236161,224904635.17646453,129109648.46508406,177119673.87653688,3361476434.5950036,6668341.913572446,474355244.7738244,558.2547199757154,386914254.9535555,3552910.0443666005,1019330751.0025766,563494065.7613081,1210224102.4679148,78127851.67458354,658272179.2730464,12524372.259444622,396458458.8991058,585437256.1779331,95912615.03597897,741270137.7357923,1028296550.28428,456535.2946379327,664242731.6401681
9,9,3219581349.140037,801376870.4099836,169651036.7101148,8934787.562277954,74407761.66912772,609144358.762477,633803945.7508163,208203685.2236161,224904635.17646453,129109648.46508406,177119673.87653688,1890188659.3596137,6668341.913572446,108350163.07986444,558.2547199757154,386914254.9535555,3552910.0443666005,1019330751.0025766,563494065.7613081,4585050.712049699,76958861.0049481,658272179.2730464,12524372.259444622,396458458.8991058,581399720.2237647,95912615.03597897,545971556.231811,1028296550.28428,456535.2946379327,339072542.03107417
10,10,3092076206.0624437,801376870.4099836,169651036.7101148,8934787.562277954,74407761.66912772,609144358.762477,633803945.7508163,12116275.907165479,224904635.17646453,129109648.46508406,177119673.87653688,1890188659.3596137,34348831.010750026,474355244.7738244,558.2547199757154,386914254.9535555,3552910.0443666005,1019330751.0025766,3426237.5772784315,4585050.712049699,78127851.67458354,658272179.2730464,12524372.259444622,219316099.69755954,581399720.2237647,95912615.03597897,3161223.0052439366,1028296550.28428,456535.2946379327,339072542.03107417
