,gens,fit_run_0,fit_run_1,fit_run_2,fit_run_3,fit_run_4,fit_run_5,fit_run_6,fit_run_7,fit_run_8,fit_run_9,fit_run_10,fit_run_11,fit_run_12,fit_run_13,fit_run_14,fit_run_15,fit_run_16,fit_run_17,fit_run_18,fit_run_19,fit_run_20,fit_run_21,fit_run_22,fit_run_23,fit_run_24,fit_run_25,fit_run_26,fit_run_27,fit_run_28,fit_run_29
0,0,6250599993.548797,4627416686.925364,7505031656.585904,4921605738.789146,6512093984.378234,5363130914.101487,6422609881.818381,6540974501.084856,5855558722.777161,6537990356.682769,5212085746.957876,3728921128.278575,6868929249.038158,6465261170.741454,6660178657.925614,6281998079.465823,6575980408.874184,7408023273.432082,5651550992.165057,6386120060.8406315,6344146856.133273,6699457013.933152,6139047984.532846,4147371619.523422,6449044350.029755,6207358801.698376,6041603682.498776,6477894133.511719,6395620796.320939,6344281984.015979
1,1,6250599993.548797,3505957255.1294527,6382434726.318704,6599710894.562753,939058013.1201985,3724060880.178024,6352601035.401746,6534883385.9098215,4641230185.629178,6396889704.535797,4781839834.441434,3728921128.278575,3361488452.61628,4904870508.542244,3470235499.123903,5298240813.317035,6380215285.864564,5803734692.0140295,515163249.57772726,4904805113.14089,5578848307.265765,484503048.8352654,5904586542.927552,3505957255.1294527,6362167059.77675,5777335113.593535,5351834410.670313,3505957255.1294527,6395620796.320939,3505957255.1294527
2,2,153860206.76228818,1725477973.7896402,3505957255.1294527,6208609832.036866,5035340510.129071,3419742947.2881083,3483653932.4388604,3505957255.1294527,2793732361.667797,3505957255.1294527,3628504445.792825,3451009080.9622517,3373990083.6030855,3505957255.1294527,6383757257.348919,3505957255.1294527,5829950146.097937,967332207.5369436,515163249.57772726,1917444543.4340222,1346736513.2024758,302154291.1682139,5904586542.927552,3391907091.9708257,3505957255.1294527,3526884296.5704427,3505957255.1294527,3505957255.1294527,3505957255.1294527,3505957255.1294527
3,3,3386307555.019889,728621078.7957,3145926688.5759053,3535410759.3367567,1752342177.1785212,3419742947.2881083,693018918.2755151,1099366341.089805,2024231574.7495186,1930789070.7869413,5026082.020173484,2289081044.469168,3373990083.6030855,559354672.1997266,4065310021.6623034,1330413.065154483,1662843116.4707165,645597772.2165185,515163249.57772726,563834828.0605985,1184357602.9844275,302154291.1682139,727431279.732515,3505957255.1294527,3118018757.532728,3388013813.351804,536495681.8988626,3505957255.1294527,3505957255.1294527,3505957255.1294527
4,4,678526195.0960438,728621078.7957,577220316.9653373,2964177157.5488787,1551174834.749997,2891715045.087298,693018918.2755151,1099366341.089805,2024231574.7495186,1930789070.7869413,5026082.020173484,2289081044.469168,324605477.33971506,559354672.1997266,2297882032.3197083,1330413.065154483,1229235336.5906591,689199306.1345983,515163249.57772726,563834828.0605985,1184357602.9844275,11688888.597621638,727431279.732515,3072865668.3463483,3180540194.2388787,1214297382.702959,353928637.7316612,328114124.07101643,3505957255.1294527,3361739024.5405517
5,5,707012539.7435658,692511478.130951,86371852.53100012,2964177157.5488787,1444776815.1854937,716619345.84252,693018918.2755151,536030057.1074929,2024231574.7495186,1930789070.7869413,5026082.020173484,1444950048.8465333,324605477.33971506,559354672.1997266,2297882032.3197083,1330413.065154483,1229235336.5906591,689199306.1345983,1255961987.1607177,563834828.0605985,1184357602.9844275,14424825.595362201,1614474320.7107308,1056289076.554496,2153225661.084681,1214297382.702959,56653581.072023064,328114124.07101643,812605254.1009897,35863165.02012785
6,6,707012539.7435658,467148477.9473727,86371852.53100012,538637926.2104603,573500749.9264126,1426631060.6071212,636573743.3450174,354913450.95174783,2552869870.75842,2283688670.8058405,5026082.020173484,1444950048.8465333,324605477.33971506,559354672.1997266,927977648.541608,1330413.065154483,1229235336.5906591,547388587.1871575,1255961987.1607177,518713663.33156806,1184357602.9844275,64445886.81352591,1614474320.7107308,2387605489.9511256,2153225661.084681,2430570.4612082182,56653581.072023064,328114124.07101643,812605254.1009897,35863165.02012785
7,7,707012539.7435658,649336125.1164527,33468883.834157266,68612406.79465531,421996328.42219424,554768235.9419913,479623039.08715457,354913450.95174783,1213682195.1441982,2283688670.8058405,5026082.020173484,324670408.8741069,324605477.33971506,559354672.1997266,927977648.541608,1330413.065154483,1229235336.5906591,547388587.1871575,1255961987.1607177,518713663.33156806,738181792.0801342,64445886.81352591,3091988122.7221437,2387605489.9511256,476554193.52643603,536714540.7974956,56653581.072023064,116075661.14252779,812605254.1009897,415958664.1950609
8,8,566477713.2637584,692511478.130951,577220316.9653373,68612406.79465531,421996328.42219424,1426631060.6071212,693018918.2755151,354913450.95174783,177442140.34679383,1972616215.2789161,5026082.020173484,324670408.8741069,324605477.33971506,559354672.1997266,1062717.247477775,1330413.065154483,264457.61115262983,231222552.23273736,1255961987.1607177,518713663.33156806,738181792.0801342,64445886.81352591,1009150389.8227865,1921968776.511409,476554193.52643603,536714540.7974956,15439370.662432259,116075661.14252779,812605254.1009897,38113166.62814816
9,9,566477713.2637584,684965776.6457696,577220316.9653373,68612406.79465531,211017302.38483956,1426631060.6071212,131668828.26866499,520493.03611949645,177442140.34679383,1972616215.2789161,5026082.020173484,687977360.2471336,324605477.33971506,559354672.1997266,1062717.247477775,1330413.065154483,635665628.8629012,69265672.55449519,1255961987.1607177,518713663.33156806,738181792.0801342,2520453.95257261,727431279.7325151,1921968776.511409,38853908.03804316,536714540.7974956,15439370.662432259,639080985.9415115,812605254.1009897,510189064.6583122
