,gens,fit_run_0,fit_run_1,fit_run_2,fit_run_3,fit_run_4,fit_run_5,fit_run_6,fit_run_7,fit_run_8,fit_run_9,fit_run_10,fit_run_11,fit_run_12,fit_run_13,fit_run_14,fit_run_15,fit_run_16,fit_run_17,fit_run_18,fit_run_19,fit_run_20,fit_run_21,fit_run_22,fit_run_23,fit_run_24,fit_run_25,fit_run_26,fit_run_27,fit_run_28,fit_run_29
0,0,6395885848.30618,6898992097.327892,5966323003.95812,6483158963.487165,6489800277.048775,6291191608.298706,6531179998.804309,7368032146.937949,6603548279.169744,6476878008.515934,6414673380.419033,6530877369.781278,7520535058.271392,7363166387.333732,7390787930.428651,6640551022.594718,6428659728.601679,6742721994.038256,6530768894.726317,5616369665.003788,5569086995.800961,6540647926.348279,3999188835.6774745,5284262031.7991295,6364176025.825972,3390804284.851804,6928084066.187011,6907407406.565346,7021507496.49673,6557156519.922385
1,1,6603584076.788152,6376821352.837408,5966323003.95812,6169017123.1274605,5445858246.661528,6518141516.862151,5312961450.13562,6925857864.998796,1150391269.3444765,4875007809.135186,4378185228.9078,6469579047.413992,5119920190.695675,6450880702.418698,7125888049.234301,4453804200.216235,3975933992.32377,3370678847.893722,6530768894.726317,6366838731.6252365,5569086995.800961,6416788188.793125,6650347052.870457,5075740992.954167,6364176025.825972,3390804284.851804,6741854907.661624,1309369425.88466,6756495219.57011,4819623966.235052
2,2,4792606671.234251,3535155246.079544,5966323003.95812,5463365394.022799,753068826.5027535,1042181164.5810878,3505957255.1294527,6381432914.66639,1150391269.3444765,951724957.8249555,1576266508.4137213,6469579047.413992,5119920190.695675,6450880702.418698,3505957255.1294527,4314160023.445758,3975933992.32377,3370678847.893722,5681623456.942584,3572795932.050639,5113499268.432125,6356980107.510014,6429663666.20158,5075740992.954167,3505957255.1294527,3390804284.851804,6361922832.719061,5954128286.490274,5480990965.084375,4819623966.235052
3,3,3505957255.1294527,3535155246.079544,5619776683.367666,3505957255.1294527,753068826.5027535,1042181164.5810878,3669664415.674463,3505957255.1294527,297479935.1241562,951724957.8249555,4378185228.9078,6469579047.413992,5119920190.695675,6371467951.838877,3505957255.1294527,4314160023.445758,3505957255.1294527,3367943732.7621565,5681623456.942584,3457604280.0952983,3505957255.1294527,2767697566.407689,6370106725.146359,4286317631.928148,645205083.497798,2494270977.0624547,3505957255.1294527,4225129215.964381,5480990965.084375,3986877861.32505
4,4,869956282.5675132,1254256241.242126,1807019178.9099398,1126548152.157373,753068826.5027535,1042181164.5810878,3505957255.1294527,134027592.55305193,110800858.0050847,50514791.47035622,4045116051.4934,3505957255.1294527,3505957255.1294527,3505957255.1294527,3505957255.1294527,4314160023.445758,1325283249.7368994,3367943732.7621565,3473341896.556309,3393529279.0082326,2413815370.659877,2767697566.407689,3505957255.1294527,3396267369.4507933,645205083.497798,2494270977.0624547,563030104.0171813,3505957255.1294527,88386295.06575802,3505957255.1294527
5,5,869956282.5675132,3375573572.5284753,1807019178.9099398,1126548152.157373,592423826.2427886,892647373.8311418,1734231771.8691437,134027592.55305193,110800858.0050847,50514791.47035622,1985786154.058959,3505957255.1294527,3505957255.1294527,3505957255.1294527,2802028286.107381,4181706611.5236707,963582866.638168,3363171431.958952,3379550100.571436,3393529279.0082326,2413815370.659877,2563823358.5885844,3505957255.1294527,293496931.89366555,645205083.497798,2494270977.0624547,3505957255.1294527,1095555105.1082296,88386295.06575802,3505957255.1294527
6,6,869956282.5675132,960188299.9960147,1807019178.9099398,1126548152.157373,753068826.5027535,537405805.0928006,75076763.00304419,134027592.55305193,110800858.0050847,50514791.47035622,1143839014.4440958,3362295544.671868,732312127.7970105,3429598498.0910683,2802028286.107381,2958177390.8586926,1325283249.7368994,3367943732.7621565,3323369406.600047,1248386099.7332287,362810045.0552723,2563823358.5885844,3376908588.571573,293496931.89366555,645205083.497798,67269087.55423807,3505957255.1294527,1095555105.1082296,88386295.06575802,3505957255.1294527
7,7,869956282.5675132,960188299.9960147,1807019178.9099398,1126548152.157373,753068826.5027535,537405805.0928006,75076763.00304419,134027592.55305193,110800858.0050847,50514791.47035622,1143839014.4440958,3362295544.671868,732312127.7970105,3429598498.0910683,2802028286.107381,188118056.50347602,668943864.0649755,3367943732.7621565,3323369406.600047,1248386099.7332287,362810045.0552723,1547003829.358983,3376908588.571573,293496931.89366555,645205083.497798,117889533.72246188,3505957255.1294527,1095555105.1082296,88386295.06575802,3505957255.1294527
8,8,869956282.5675132,960188299.9960147,1422365544.4713557,74135475.02507277,753068826.5027535,537405805.0928006,75076763.00304419,134027592.55305193,110800858.0050847,50514791.47035622,1143839014.4440958,3362295544.671868,732312127.7970105,810170477.8172864,2802028286.107381,211775582.03127578,668943864.0649755,3367943732.7621565,3323369406.600047,77568553.64046691,362810045.0552723,227084065.50990763,3376908588.571573,293496931.89366555,645205083.497798,117889533.72246188,2508278332.018334,125464006.56251402,88386295.06575802,3474888066.8164716
9,9,869956282.5675132,960188299.9960147,1422365544.4713557,74135475.02507277,753068826.5027535,537405805.0928006,1243520267.2710726,134027592.55305193,110800858.0050847,50514791.47035622,17144445.84921032,141120588.26116443,732312127.7970105,3004509771.534264,2802028286.107381,211775582.03127578,268778526.64651436,3367943732.7621565,3035475.553414405,77568553.64046691,362810045.0552723,75101425.11986078,3376908588.571573,293496931.89366555,645205083.497798,117889533.72246188,2508278332.018334,125464006.56251402,25595874.786198918,3474888066.8164716
