,gens,fit_run_0,fit_run_1,fit_run_2,fit_run_3,fit_run_4,fit_run_5,fit_run_6,fit_run_7,fit_run_8,fit_run_9,fit_run_10,fit_run_11,fit_run_12,fit_run_13,fit_run_14,fit_run_15,fit_run_16,fit_run_17,fit_run_18,fit_run_19,fit_run_20,fit_run_21,fit_run_22,fit_run_23,fit_run_24,fit_run_25,fit_run_26,fit_run_27,fit_run_28,fit_run_29
0,0,6675944263.249848,5857153255.718827,6699320790.697741,6366949018.721814,5986317682.7561035,6840457922.935787,6444280057.919042,5008543117.447391,5743224914.559279,6618904576.854642,6460948402.259779,5231648489.253041,6426125256.468344,6358672599.634735,6640688542.94651,5660307783.667353,4813224630.297325,6662764858.859788,7003061561.578075,6434915672.601092,6586386781.742359,6438007808.143425,6573077699.460287,4521046808.2338295,6440846348.171874,6457402857.8663845,5707884491.493552,6519011162.644736,6509118879.719836,3770929415.184524
1,1,6436582413.655262,3505957255.1294527,6378447034.549102,788452723.7129653,5207205836.104816,3402457959.8113213,3171138238.0520997,4960562838.718729,5743224914.559279,3505957255.1294527,4782147993.698326,4621284588.577204,5140393754.542295,6358672599.634735,2927202387.208815,5064686384.021533,6286761724.568377,6349764847.233394,6010324042.27682,1789076687.754117,6418259354.7007,3505957255.1294527,4611163439.432085,4521046808.2338295,2079393539.0349917,6374485220.966986,5707884491.493552,3505957255.1294527,6378674857.495258,5694137252.610447
2,2,3761227454.5503883,3505957255.1294527,5693851794.015595,3505957255.1294527,5207205836.104816,3402457959.8113213,3171138238.0520997,3505957255.1294527,2084712011.1618335,3505957255.1294527,425491892.3553656,3529021997.8705664,3363945824.0939875,5399593180.290553,2927202387.208815,3505957255.1294527,6286761724.568377,3505957255.1294527,3505957255.1294527,3435413771.0617456,3505957255.1294527,580694386.9118198,3411383668.0986543,3388279285.382656,731005725.8360935,4158409035.3461366,2652378143.998488,3495433494.399353,3584715742.1762877,3505957255.1294527
3,3,3761227454.5503883,2667874625.997293,536767953.96533936,3505957255.1294527,3365700314.3715563,3402457959.8113213,3171138238.0520997,148054032.7806958,2084712011.1618335,2726549723.515505,158547374.87860036,2875725957.18854,3363945824.0939875,3505957255.1294527,1669958605.7249637,2772667343.8868785,146353.97483641925,3490541854.1602798,586686607.5216144,295453223.0376431,3419070982.220612,580694386.9118198,722219889.8049712,3363880848.4230747,2079393539.0349917,3451077666.1655684,2652378143.998488,3495433494.399353,2549823041.2065372,854206302.9511342
4,4,3505957255.1294527,1548577446.042266,536767953.96533936,1594423564.1490421,3505957255.1294527,3505957255.1294527,3171138238.0520997,148054032.7806958,2084712011.1618335,2726549723.515505,66913068.862424746,2875725957.18854,3363945824.0939875,5399593180.290553,1669958605.7249637,1368849630.40895,2131530803.9505613,3490541854.1602798,149062917.89592594,295453223.0376431,3419070982.220612,580694386.9118198,722219889.8049712,3087789957.997012,241324839.85131845,3451077666.1655684,1068923529.5242887,3495433494.399353,2549823041.2065372,2899989213.9218793
5,5,2183783362.9196577,1548577446.042266,536767953.96533936,1594423564.1490421,431173272.946536,3505957255.1294527,3171138238.0520997,148054032.7806958,2084712011.1618335,2726549723.515505,66913068.862424746,2875725957.18854,106257083.50454983,267128209.43579254,1669958605.7249637,2988137.135986869,642543222.5377121,722638829.7179717,30087124.895046677,295453223.0376431,583741270.6112931,694590603.4781498,722219889.8049712,3087789957.997012,241324839.85131845,3451077666.1655684,617953118.4225409,113519163.81055649,2302190589.3218822,2174929269.6904454
6,6,542920486.5738554,2667874625.997293,536767953.96533936,1594423564.1490421,215298138.7202413,3505957255.1294527,3171138238.0520997,148054032.7806958,2084712011.1618335,2726549723.515505,66913068.862424746,1949313545.4089708,106257083.50454983,267128209.43579254,1669958605.7249637,2988137.135986869,550318175.132425,722638829.7179717,30087124.895046677,295453223.0376431,583741270.6112931,694590603.4781498,722219889.8049712,3087789957.997012,803898577.6423683,1340202285.1016283,617953118.4225409,549130310.1481426,749807188.533754,371204768.69985795
7,7,542920486.5738554,2667874625.997293,536767953.96533936,285180196.99969226,3990105.343733311,537234374.1565038,594525163.4509282,148054032.7806958,2084712011.1618335,76695386.43026684,66913068.862424746,476777740.70067376,106257083.50454983,267128209.43579254,1602756070.084165,2988137.135986869,550318175.132425,5829291.2539871875,30087124.895046677,295453223.0376431,583741270.6112931,694590603.4781498,722219889.8049712,3087789957.997012,88169103.64736201,1340202285.1016283,617953118.4225409,549130310.1481426,749807188.533754,371204768.69985795
8,8,542920486.5738554,2667874625.997293,536767953.96533936,285180196.99969226,3990105.343733311,537234374.1565038,394915536.7673007,148054032.7806958,2084712011.1618335,76695386.43026684,654269.1096510141,6965410.987404343,106257083.50454983,95817694.21988043,1602756070.084165,2988137.135986869,550318175.132425,5829291.2539871875,30087124.895046677,295453223.0376431,583741270.6112931,694590603.4781498,722219889.8049712,3087789957.997012,88169103.64736201,1340202285.1016283,617953118.4225409,549130310.1481426,873229362.5894109,300973716.66772944
9,9,466742922.02432215,2467963208.2826095,536767953.96533936,285180196.99969226,3990105.343733311,537234374.1565038,394915536.7673007,148054032.7806958,1430967075.2942007,76695386.43026684,654269.1096510141,6965410.987404343,106257083.50454983,95817694.21988043,1602756070.084165,2988137.135986869,49934581.807400726,5829291.2539871875,30087124.895046677,295453223.0376431,583741270.6112931,694590603.4781498,722219889.8049712,2091831647.47796,88169103.64736201,1340202285.1016283,274890605.8629263,549130310.1481426,210288047.20360193,300973716.66772944
